disputeNumber,arbitrationCost,jurorCount,costPerJuror,appealCount,costPerAppeal
857,0.084,3,0.028,0,0.084
858,0.084,3,0.028,0,0.084
859,0.084,3,0.028,0,0.084
86,2.75,5,0.55,0,2.75
860,0.084,3,0.028,0,0.084
861,0.084,3,0.028,0,0.084
862,0.084,3,0.028,0,0.084
863,0.084,3,0.028,0,0.084
864,0.084,3,0.028,0,0.084
865,0.084,3,0.028,0,0.084
866,0.084,3,0.028,0,0.084
867,0.084,3,0.028,0,0.084
868,0.084,3,0.028,0,0.084
869,0.031,1,0.031,0,0.031
87,0.195,3,0.065,0,0.195
870,0.084,3,0.028,0,0.084
871,0.084,3,0.028,0,0.084
872,0.084,3,0.028,0,0.084
873,0.084,3,0.028,0,0.084
874,0.084,3,0.028,0,0.084
875,0.084,3,0.028,0,0.084
876,0.084,3,0.028,0,0.084
877,0.084,3,0.028,0,0.084
878,0.084,3,0.028,0,0.084
879,0.084,3,0.028,0,0.084
88,0.195,3,0.065,0,0.195
880,0.084,3,0.028,0,0.084
881,0.084,3,0.028,0,0.084
882,0.084,3,0.028,0,0.084
883,0.084,3,0.028,0,0.084
884,0.084,3,0.028,0,0.084
885,0.084,3,0.028,0,0.084
886,0.084,3,0.028,0,0.084
887,0.084,3,0.028,0,0.084
888,0.084,3,0.028,0,0.084
889,0.084,3,0.028,0,0.084
89,2.75,5,0.55,0,2.75
890,0.084,3,0.028,0,0.084
891,0.084,3,0.028,0,0.084
892,0.084,3,0.028,0,0.084
893,0.084,3,0.028,0,0.084
894,0.084,3,0.028,0,0.084
895,0.084,3,0.028,0,0.084
896,0.084,3,0.028,0,0.084
897,0.084,3,0.028,0,0.084
898,0.084,3,0.028,0,0.084
899,0.084,3,0.028,0,0.084
9,8.8,16,0.55,1,4.4
90,1.5,3,0.5,0,1.5
900,0.084,3,0.028,0,0.084
901,0.084,3,0.028,0,0.084
902,0.084,3,0.028,0,0.084
903,0.084,3,0.028,0,0.084
904,0.084,3,0.028,0,0.084
905,0.084,3,0.028,0,0.084
906,0.084,3,0.028,0,0.084
907,0.084,3,0.028,0,0.084
908,0.084,3,0.028,0,0.084
909,0.084,3,0.028,0,0.084
91,0.195,3,0.065,0,0.195
910,0.084,3,0.028,0,0.084
911,0.084,3,0.028,0,0.084
912,0.084,3,0.028,0,0.084
913,0.084,3,0.028,0,0.084
914,0.084,3,0.028,0,0.084
915,0.084,3,0.028,0,0.084
916,0.028,1,0.028,0,0.028
917,0.084,3,0.028,0,0.084
918,0.028,1,0.028,0,0.028
919,0.084,3,0.028,0,0.084
92,0.6,3,0.2,0,0.6
920,0.028,1,0.028,0,0.028
921,0.028,1,0.028,0,0.028
922,0.028,1,0.028,0,0.028
923,0.084,3,0.028,0,0.084
924,0.028,1,0.028,0,0.028
925,0.028,1,0.028,0,0.028
926,0.028,1,0.028,0,0.028
927,0.028,1,0.028,0,0.028
928,0.028,1,0.028,0,0.028
929,0.7,5,0.14,0,0.7
93,0.195,3,0.065,0,0.195
930,0.028,1,0.028,0,0.028
931,0.084,3,0.028,0,0.084
932,0.93,31,0.03,0,0.93
933,0.7,5,0.14,0,0.7
934,0.028,1,0.028,0,0.028
935,0.028,1,0.028,0,0.028
936,0.028,1,0.028,0,0.028
937,0.028,1,0.028,0,0.028
938,0.028,1,0.028,0,0.028
939,0.028,1,0.028,0,0.028
94,0.195,3,0.065,0,0.195
940,0.028,1,0.028,0,0.028
941,0.028,1,0.028,0,0.028
942,0.028,1,0.028,0,0.028
943,0.0,1,0.0,0,0.0
944,0.028,1,0.028,0,0.028
945,0.028,1,0.028,0,0.028
946,0.028,1,0.028,0,0.028
947,0.028,1,0.028,0,0.028
948,0.0,1,0.0,0,0.0
949,0.0,1,0.0,0,0.0
95,8.8,16,0.55,1,4.4
950,0.028,1,0.028,0,0.028
951,0.028,1,0.028,0,0.028
952,0.028,1,0.028,0,0.028
953,0.028,1,0.028,0,0.028
954,0.028,1,0.028,0,0.028
955,0.028,1,0.028,0,0.028
956,0.028,1,0.028,0,0.028
957,0.028,1,0.028,0,0.028
958,0.028,1,0.028,0,0.028
959,0.028,1,0.028,0,0.028
96,0.195,3,0.065,0,0.195
960,0.028,1,0.028,0,0.028
961,0.028,1,0.028,0,0.028
962,0.028,1,0.028,0,0.028
963,0.028,1,0.028,0,0.028
964,0.028,1,0.028,0,0.028
965,0.028,1,0.028,0,0.028
966,0.028,1,0.028,0,0.028
967,0.028,1,0.028,0,0.028
968,0.028,1,0.028,0,0.028
969,0.028,1,0.028,0,0.028
97,0.195,3,0.065,0,0.195
970,0.028,1,0.028,0,0.028
971,0.028,1,0.028,0,0.028
972,0.028,1,0.028,0,0.028
973,0.084,4,0.021,1,0.042
974,0.0,1,0.0,0,0.0
975,0.028,1,0.028,0,0.028
976,0.028,1,0.028,0,0.028
977,0.028,1,0.028,0,0.028
978,0.028,1,0.028,0,0.028
979,0.084,4,0.021,1,0.042
98,0.195,3,0.065,0,0.195
980,0.028,1,0.028,0,0.028
981,0.028,1,0.028,0,0.028
982,0.028,1,0.028,0,0.028
983,0.028,1,0.028,0,0.028
984,0.028,1,0.028,0,0.028
985,0.028,1,0.028,0,0.028
986,0.028,1,0.028,0,0.028
987,0.028,1,0.028,0,0.028
988,0.028,1,0.028,0,0.028
989,0.028,1,0.028,0,0.028
99,0.195,3,0.065,0,0.195
990,0.028,1,0.028,0,0.028
991,0.028,1,0.028,0,0.028
992,0.028,1,0.028,0,0.028
993,0.028,1,0.028,0,0.028
994,0.028,1,0.028,0,0.028
995,0.028,1,0.028,0,0.028
996,0.028,1,0.028,0,0.028
997,0.0,1,0.0,0,0.0
998,0.084,3,0.028,0,0.084
999,0.028,1,0.028,0,0.028
