disputeId,total_jurors,votes_cast,votes_missed
1643,4,3,1
1644,1,0,1
1645,1,0,1
1646,1,1,0
1647,1,1,0
1648,1,1,0
1649,3,2,1
1650,31,16,15
1651,31,15,16
1652,31,18,13
1653,1,1,0
1654,31,25,6
1655,31,24,7
1656,31,27,4
1657,31,25,6
1658,15,15,0
1659,3,1,2
